"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KO:K00096",10.0554199743241,0.536294150329764,2.78191256952318,0.192778937844795,0.847132099235397,0.995467040980782
"KO:K00097",46.1324182114637,-1.06679264895849,1.06239597178425,-1.00413845429672,0.315311882467127,0.724179990768697
"KO:K00098",0.833598596279839,2.01267380386636,5.30056365034066,0.379709392554321,0.704161147221824,NA
"KO:K00099",202.022987328498,-3.14065114764215,0.926272300674398,-3.39063485473496,0.000697309388145019,0.0182981896179898
"KO:K00100",140.032127232556,-2.01278363296336,0.544351887399283,-3.69757812833113,0.000217666237804025,0.00745708407291567
"KO:K00101",31.9990811432623,-0.913787462363248,1.21704384044535,-0.750825427972146,0.452757724139268,0.834251507091119
"KO:K00102",65.4096564854521,-2.82385266109922,1.05208280834506,-2.68405931424844,0.00727342009926266,0.0950941850433634
"KO:K00103",1.20920114409824,-0.295415994884624,5.34156858831017,-0.0553051018629866,0.95589539769032,NA
"KO:K00104",96.3723939960193,0.302449367353331,0.76539419646623,0.395155030897435,0.69272847780411,0.942842378899773
"KO:K00106",2.11038519544947,-2.23979710939733,4.2761045208766,-0.523793817120769,0.600421954242765,NA
"KO:K00107",0.390172500255676,0,5.3671105924176,0,1,NA
"KO:K00108",111.560114806486,-0.753710827435497,1.06839109158474,-0.705463414448279,0.480521892064808,0.846245041036645
"KO:K00111",120.968632510602,0.0633712644958378,1.20043973623541,0.0527900423344621,0.957899195504894,1
"KO:K00112",0.414692385060218,0,5.35916673698178,0,1,NA
"KO:K00113",8.20270940567939,-1.0473805813625,1.94608061620498,-0.538199996773505,0.59043898228212,0.900133594744064
"KO:K00114",699.954862999941,-0.486739273032779,0.8142822807223,-0.597752504943399,0.550005085904737,0.880047982857733
"KO:K00116",35.8970601415154,-0.195065489666474,1.59755353619324,-0.122102630833448,0.902817738367711,1
"KO:K00117",744.462887943164,-0.350814807730885,1.08314641609716,-0.323884936068897,0.746025149065138,0.96145634551622
"KO:K00118",449.138178764094,-0.165139715752702,1.03571871693004,-0.159444560625678,0.873318633629996,1
"KO:K00121",156.784179903419,-0.988030484544144,0.899063778617593,-1.09895483284106,0.271787767565764,0.682365226666023
"KO:K00122",32.2470039499002,0.437738782912624,0.907131396895045,0.482552786080307,0.629413309682621,0.918308062234108
"KO:K00123",1344.52583612815,-0.344362523918379,0.741518659913578,-0.464401696861564,0.642359974593476,0.925420011358723
"KO:K00124",184.169988807579,-1.11090750645842,0.882837855593925,-1.25833696348585,0.208269918617992,0.610133569981449
"KO:K00125",0.355618747740864,0,5.36636456740077,0,1,NA
"KO:K00126",4.06868675356384,0.221104419935838,2.18682869165591,0.10110733446085,0.919465255827413,NA
"KO:K00127",82.4092629424986,-0.854855646341406,1.03350215048622,-0.827144525958879,0.408155149643225,0.802004277047228
"KO:K00128",318.098703650906,0.353543346364268,0.589150282070404,0.60009026070876,0.5484460829514,0.880047982857733
"KO:K00129",2.03727060871555,-6.10718775993099,5.30858653407407,-1.15043575549366,0.24996444052092,NA
"KO:K00130",369.248819032576,-5.12247444715307,1.28174144867802,-3.99649590206851,6.42869940251695e-05,0.00240264523124371
"KO:K00131",15.4679624504464,-0.285602404415012,1.76190018900731,-0.162099082681821,0.871227828557426,1
"KO:K00132",5.79728059963736,-0.298193317093916,1.37479060033411,-0.216900898959774,0.828285577013238,0.989554744364335
"KO:K00133",249.35140175086,-0.144360636321468,0.43711379485643,-0.330258706131393,0.741204491762014,0.960006611666969
"KO:K00134",968.064541694145,0.178367923506265,0.433371068347005,0.411582444085639,0.680645501574735,0.937072763409437
"KO:K00135",772.508379972627,-4.57526147955077,0.901520108277738,-5.07505205656626,3.87389930884753e-07,4.62368627185028e-05
"KO:K00137",7.47578892963218,-2.51526436976146,2.35449798075988,-1.06828053806599,0.285393984728862,0.696212995196572
"KO:K00138",259.425188466115,1.36716038130959,1.05705417894903,1.29336831407155,0.195883703643166,0.595297191125838
"KO:K00140",355.057185364273,-0.474185070856142,0.711450634017139,-0.666504530579587,0.505088668791332,0.859038964221594
"KO:K00141",8.51864858536198,0,2.50960108656968,0,1,1
"KO:K00143",0.86207715197648,0,5.36844016341698,0,1,NA
"KO:K00145",154.339334580782,0.0588003884380665,0.573209524871512,0.102580968889599,0.918295547772285,1
"KO:K00146",33.260858263666,2.36161597590623,1.20356776725462,1.96217948017432,0.0497415920649743,0.32007633154853
"KO:K00147",78.0224705667273,-1.63250300440565,0.701967322058999,-2.32561111194923,0.0200393062476596,0.182921178866756
"KO:K00148",24.0384626613673,-3.36344513891909,1.21133687790654,-2.77663893526619,0.00549241554335182,0.0796938725898107
"KO:K00150",295.861286010877,0.214091333565522,0.644544336129318,0.332159203897756,0.739769047112382,0.95979295777041
"KO:K00151",3.3196393468615,-0.599764742777318,2.57395109541088,-0.233013262702094,0.815751107061358,NA
"KO:K00153",22.8144336486734,-0.234079641172536,1.34910891249121,-0.173506852564108,0.862253042005707,0.999478776761001
"KO:K00154",21.6392790017,1.9306180275804,1.43491466354358,1.34545842803827,0.178477237692834,0.575733024815593
"KO:K00156",191.565552656528,-0.640537312380907,1.38969814827923,-0.460918303139455,0.644857219628564,0.925795374993554
"KO:K00158",172.327386975035,-0.660453091720966,1.478963655542,-0.446564788286786,0.655189324082598,0.927798454960118
"KO:K00161",372.072455374623,1.64605153855373,0.578672295540958,2.84453144074396,0.00444767961308136,0.0682838778771828
"KO:K00162",228.625453021989,0.153458022120566,0.770457631300401,0.199177756032548,0.842123698920129,0.993260339816537
"KO:K00163",703.530435239528,0.149870285709894,0.538812820983477,0.278149071204989,0.78089792798414,0.974437967731498
"KO:K00164",988.819518651656,1.04309283888057,0.828225408326309,1.25943110220256,0.207874661318041,0.609941512194094
"KO:K00166",70.1022447223602,0.0869230690313856,1.02788073246293,0.0845653258069222,0.932606966285176,1
"KO:K00167",42.3615666317511,0.644574059049427,0.948407296149731,0.679638444016846,0.496733421166877,0.856026828645019
"KO:K00169",388.070127604599,-0.35557055911662,0.995022679046343,-0.357349200781442,0.720830401276491,0.955024119352263
"KO:K00170",326.299804203362,-0.794066602324599,0.732415759521209,-1.08417465353789,0.278287367608489,0.688840739368236
"KO:K00171",139.850456670635,-0.690689665941008,0.922596169558504,-0.748637040484926,0.454076000457302,0.834605942742748
"KO:K00172",69.4819646645788,0.238635436174436,0.683791633737532,0.348988528669297,0.727097921605768,0.956177335387028
"KO:K00174",1398.55451812271,0.587734677612665,0.452234540063285,1.29962359250671,0.193730009581578,0.595297191125838
"KO:K00175",745.897778560289,0.44907088183671,0.319702330387078,1.40465313872752,0.160124446889911,0.551126003248994
"KO:K00176",8.23319559463822,-10.9984522382292,5.30355912741555,-2.07378705016697,0.0380990923783533,0.266198435553513
"KO:K00177",5.31829032004008,0,5.36433284682232,0,1,1
"KO:K00179",36.1726230508093,-4.20108886933965,1.48576814684143,-2.82755346335206,0.00469051824993765,0.0705484452226395
"KO:K00180",2.40975945060878,-3.25256469454333,2.69144312378651,-1.2084835327924,0.226861326128292,NA
"KO:K00183",5.05365888906765,-3.58750220349112,4.56625668942355,-0.785654957111928,0.432069658356505,0.815406982826294
"KO:K00184",407.8771638775,1.49328006965827,1.12738801080972,1.32454847429657,0.185320955282321,0.585557245554728
"KO:K00185",202.269640157016,0.533016138984312,1.13408335801227,0.469997320054622,0.638356932255036,0.921971403946663
"KO:K00186",0.358236189756404,0,5.36838760430469,0,1,NA
"KO:K00187",10.5169842110891,0,5.36853271141749,0,1,1
"KO:K00189",0.077308423421927,0,5.36567373930765,0,1,NA
"KO:K00192",0.479312225215948,0,5.36653762380842,0,1,NA
"KO:K00193",0.123693477475083,0,5.36582590573222,0,1,NA
"KO:K00194",1.63709697873762,0,5.36534602643141,0,1,NA
"KO:K00196",1.2429239054155,-0.593088690203706,5.34140694386491,-0.111036042832296,0.911587765389752,NA
