Feature,3300044942_P34SSC2_190917_f,3300044943_P34SSC2_190917_i,3300044944_P34SSC2_190917_c,3300044945_P34SSC2_191111_f,3300045458_P15SSC1_190915_i,3300045459_P15SSC1_191107_f,3300045460_P15SSC1_191107_i,3300045461_P24SSC2_190915_c,3300045462_P24SSC2_190915_f,3300045463_P24SSC2_190915_i,3300045464_P24SSC2_191109_c,3300045465_P24SSC2_191109_i,3300045466_P26SSC2_190918_c,3300045467_P26SSC2_190918_f,3300045468_P26SSC2_190918_i,3300045469_P26SSC2_191112_c,3300045470_P26SSC2_191112_f,3300045471_P35SSC1_191108_f,3300045472_P35SSC1_191108_i,3300045473_P26SSC2_191112_i,3300046191_P34SSC2_191111_c,3300048051_P15SSCI_191107_c,3300048052_P35SSC1_190914_c,3300048053_P35SSC1_190914_i,3300048054_P35SSC1_191108_c,3300048092_P11SSC1_190916_c,3300048093_P11SSC1_190916_f,3300048094_P11SSC1_190916_i,3300048095_P11SSC1_191119_f,3300048096_P11SSC1_191119_i,3300048099_P15SSC1_190912_c,3300048100_P15SSC1_190913_f
KO:K01753,0,0,0,0,0,0,10,0,14,0,3,26,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8
KO:K01754,759,138,37,16,387,48,20,51,236,157,62,45,46,119,11,78,2252,167,142,158,27,5,0,10,0,166,629,330,187,53,148,436
KO:K01755,764,130,43,30,284,122,42,17,409,68,92,34,31,258,0,22,151,268,170,262,47,40,0,4,0,88,360,208,135,121,61,188
KO:K01756,1121,325,47,89,452,100,23,67,643,339,164,87,31,443,0,59,498,515,238,241,35,35,5,7,3,147,496,315,276,270,159,314
KO:K01758,1601,33,6,6,196,0,20,15,258,8,9,0,11,104,0,10,141,126,113,48,12,0,0,5,0,20,179,35,27,26,31,14
KO:K01759,309,289,105,38,428,0,20,100,629,178,75,10,71,199,0,78,115,277,321,42,12,0,17,15,5,841,623,785,183,88,316,497
KO:K01760,222,22,19,0,37,22,0,8,222,23,88,15,0,128,0,10,93,62,45,39,12,0,0,0,0,32,168,81,57,11,40,58
KO:K01761,86,38,4,44,96,0,0,0,12225,4,23,0,0,0,0,21,0,34,29,0,8,0,0,0,0,83,64,94,26,6,11,56
KO:K01764,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
KO:K01766,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,4,0,0,0,7,0,0,0,0
KO:K01768,1134,4902,315,275,827,71,84,171,724,273,138,53,124,556,85,331,460,303,308,455,335,0,17,24,15,356,758,612,640,585,276,384
KO:K01769,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K01770,89,51,2,0,32,7,80,6,9,14,15,22,19,9,0,8,69,41,50,153,108,32,0,8,2,0,43,52,77,140,9,10
KO:K01771,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K01772,167,72,4,7,105,7,16,6,63,30,70,0,42,42,0,18,21,27,43,37,24,188,0,0,0,14,115,99,44,59,47,64
KO:K01775,284,249,4,6,176,0,14,31,267,102,48,23,61,54,41,31,24,104,192,195,45,107,2,79,0,94,139,155,109,58,84,163
KO:K01776,204,68,0,2,115,22,12,6,54,13,83,0,6,12,0,18,34,22,54,49,15,54,7,0,0,31,56,59,54,1788,15,30
KO:K01777,32,0,0,0,5,0,0,0,14,0,19,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,5
KO:K01778,219,66,13,33,198,29,31,51,204,12,74,15,55,86,13,39,7798,61,112,121,17,242,6,6,2,117,100,98,70,62,71,106
KO:K01779,51,20,7,0,19,0,0,5,20,33,4,12,0,35,9,24,41,6,7,86,2,0,0,2,0,0,22,6,48,22,4,28
KO:K01781,0,0,0,0,31,0,9,13,17,13,0,0,11,11,0,4,0,11,0,0,0,0,0,0,0,13,23,18,102,17,11,13
KO:K01782,220,150,15,48,258,158,198,27,178,158,313,86,38,54,0,69,126,200,500,192,20,0,0,49,2,120,80,140,134,93,98,149
KO:K01783,747,323,97,62,181,52,16,90,337,307,105,62,65,335,36,111,380,215,289,351,49,14,0,19,5,148,262,163,124,64,112,263
KO:K01784,5731,1955,172,673,4456,204,248,257,5625,2655,596,363,700,5980,89,211,474,249,1037,509,264,150,9,12,4,261,2820,1621,362,378,2237,4545
KO:K01785,230,160,363,20,88,123,97,79,204,109,26,26,67,191,21,120,86,86,68,176,96,13,3,15,7,129,98,111,138,164,55,59
KO:K01786,0,0,4,0,0,0,0,5,0,0,37,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,6,3,0,4,0
KO:K01787,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K01790,331,163,11,32,133,0,27,32,222,159,70,2,67,145,0,65,64,72,200,89,76,86,0,3,0,107,202,127,101,134,49,146
KO:K01791,339,155,61,10,79,35,15,23,242,102,75,89,5,67,0,66,47,99,256,216,23,0,17,20,0,64,67,101,76,43,34,82
KO:K01792,37,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,45,40,0,0,0,0,0,0,15,15,4,14,4,0
KO:K01795,0,0,0,4,0,0,0,0,38,5,19,42,0,0,0,0,0,12,170,257,0,0,0,0,0,0,0,0,0,15,0,0
KO:K01796,114,10,17,69,163,22,20,0,66,35,61,2,0,53,69,112,29,122,101,39,29,0,0,0,6,31,100,80,119,84,23,79
KO:K01799,11986,27,1796,15,70,86,54,7,49,13,5,25,9,28,31,18,43,21,8,55,37,0,0,0,0,6,107,2755,29,60,1395,4
KO:K01800,66,108,0,0,17,0,0,0,28,17,0,0,0,5,0,0,0,15,769,36,0,0,0,43,0,14,9,53,0,7,0,40
KO:K01801,66,13,0,0,37,0,0,9,23,9,0,0,0,5,0,0,0,15,6,0,0,0,0,0,0,14,9,23,0,0,0,29
KO:K01802,542,209,56,51,245,167,201,203,388,379,349,354,81,91,21,163,127,348,147,227,33,201,6,10,22,82,320,184,212,332,105,209
KO:K01803,1272,504,42,60,439,221,136,154,525,281,533,282,13,187,20,148,187,244,441,330,21,161,0,143,3,344,621,595,286,306,314,1125
KO:K01804,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,22,0,0,12,0
KO:K01805,239,134,59,0,97,0,15,62,102,8924,107,5,70,93,5,17,6,40,32,44,7,0,0,0,0,127,119,98,53,33,70,306
KO:K01807,290,91,8,0,152,0,0,27,117,97,5,0,0,95,0,30,14,63,43,83,16,0,0,0,0,107,197,131,120,77,75,166
KO:K01808,130,68,9,28,81,22,0,20,145,77,33,27,37,41,0,0,68,76,35,84,64,107,0,0,5,22,73,90,45,73,42,87
KO:K01809,57,0,0,16,48,7,0,0,15,0,21,0,0,13,0,0,2,21,8,0,7,0,0,0,0,0,15,6,0,4,11,24
KO:K01810,594,231,144,11,384,179,405,62,278,161,314,290,127,178,0,80,146,117,227,267,51,154,0,9,0,240,267,277,190,226,173,325
KO:K01811,29,23,18,0,52,0,11,0,2,0,25,0,20,59,0,85,13,8,17,7,13,0,0,0,0,16,9,0,6,0,27,0
KO:K01812,81,8,12,0,27,7,0,29,29,19,0,0,29,52,0,0,13,5,0,3,7,0,0,0,0,13,15,21,0,0,7,3
KO:K01813,14,0,3,0,5,0,0,0,14,0,0,0,0,7,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,6,0,0
KO:K01814,368,160,11,89,159,33,21,52,1509,110,19,6,44,121,0,66,7,107,184,269,88,105,0,16,0,78,197,178,698,134,59,231
KO:K01815,46,2,0,0,40,0,0,15,3,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,3,29,0,0,0,0
KO:K01816,288,2680,114,16,176,0,24,51,221,213,0,11,149,231,0,12,61,49,276,12,41,0,12,2,0,137,84,199,55,45,93,225
KO:K01817,404,196,16,8,109,0,13,5,203,108,33,10,24,93,0,11,12,36,122,20,15,51,0,0,2,99,160,165,103,84,92,381
KO:K01818,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
KO:K01820,10,0,0,0,21,0,0,8,11,9,0,3,5,7,0,0,0,0,0,13,12,0,0,0,0,0,0,3,10,0,0,0
KO:K01821,153,104,40,0,153,0,0,59,192,0,0,18,37,34,0,13,22,96,62,16,9,0,0,0,0,27,93,43,22,4,48,66
KO:K01822,5,7,0,0,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,8
KO:K01823,110,18,25,41,78,27,8,25,25,0,72,11,0,351,0,40,9,30,18,74,27,30,0,0,0,14,42,39,20,34,52,48
KO:K01825,601,1241,0,0,23,0,0,10,141,392,45,103,0,88,0,0,13,118,1361,2468,0,0,4,304,3,8,39,141,12,7,13,114
KO:K01826,57,0,0,0,59,0,0,0,41,13,0,0,0,14,0,0,0,7,13,6,5,0,0,4,0,24,23,11,0,0,0,0
KO:K01829,275,35,0,25,51,0,0,17,257,51,0,8,0,31,0,16,44,11,8,0,10,0,0,7,0,21,17,24,0,3,32,90
KO:K01834,287,133,42,11,233,56,13,86,50,120,210,141,0,4641,0,24,13,70,146,156,6,106,0,0,0,56,187,149,60,87,53,213
KO:K01835,406,119,81,69,75,32,14,17,148,84,355,260,32,119,44,68,38,96,31,253,31,0,0,27,0,100,150,482,352,267,718,218
KO:K01836,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,8
KO:K01838,45,6,0,14,6,17,0,9,0,5,0,25,0,0,0,35,0,5,5,16,27,0,0,0,7,9,0,4,14,17,0,0
KO:K01839,131,11,17,0,48,19,33,4,7,0,43,0,27,81,36,111,196,26,0,73,22,0,0,0,4,11,21,20,29,49,8,59
KO:K01840,404,77,12,33,229,54,2,27,152,139,103,35,10,100,23,45,40,78,117,120,39,107,0,0,0,47,79,102,95,162,100,186
KO:K01841,48,21,18,7,0,0,0,5,61,0,0,0,15,0,0,0,0,7,23,0,6,0,0,0,0,4,18,29,19,13,7,28
KO:K01843,436,227,69,54,108,150,154,151,339,165,377,278,96,102,12,58,156,113,118,130,79,0,13,5,4,184,156,194,110,178,111,118
KO:K01844,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,10,15,0,0
KO:K01845,620,305,125,114,277,117,6,57,450,123,120,29133,115,169,0,152,154,199,216,272,115,169,6,14,8,474,616,564,524,334,292,422
KO:K01846,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0
KO:K01847,289,175,59,117,350,255,30,121,272,152,524,128,16,111,31,8670,289,223,84,91,40,0,8,7,30,169,190,244,234,148,70,264
KO:K01848,1613,614,319,219,18439,260,423,317,838,502,236,139,276,27639,111,541,486,564,258,433,333,3,23,6,27,594,737,560,468,407,244,485
KO:K01849,268,117,51,35,117,96,23,19,153,119,134,31,47,55,0,104,111,97,51,26,25,3,0,7,17,170,238,172,111,66,82,122
KO:K01852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
KO:K01854,263,66,40,176,159,263,255,17,90,150,441,245,0,9,29,11716,78,194,183,335,77,9,4,0,26,41,147,48,279,182,11,95
KO:K01856,21,23,0,17,0,0,7,0,8,0,0,0,0,5,0,23,29,14,213,43,6,0,0,33,0,0,23,7,49,82,0,10
KO:K01857,15,16,4,22,36,0,0,0,0,0,0,0,0,9,0,0,0,0,62,12,20,0,0,0,0,0,24,10,11,23,23,10
KO:K01858,3161,841,460,914,1414,1639,903,565,7779,1139,2533,916,300,1364,489,692,1678,1468,607,1076,468,15,11,41,73,766,1527,873,1200,1017,398,1119
KO:K01866,929,834,233,700,391,100,38,54,497,117,156,67,61,129,18,118,138,567,1248,771,102,69,5,4,0,512,594,550,879,1682,106,418
KO:K01867,659,268,87,9,419,76,56,63,303,26165,118,169,30,247,12,57,101,171,277,164,32,59,13,12,0,171,326,278,170,205,153,413
KO:K01868,10808,2447,739,396,3115,189,139,979,2878,2911,742,362,529,1432,65,398,1419,1643,1523,1004,183,101,25,170,61,1777,28402,1850,1081,656,1371,5121
KO:K01869,1448,573,145,102,933,268,221,65,7951,499,752,505,86,456,42,225,277,377,543,572,149,111,15,35,10,482,581,542,355,632,264,552
KO:K01870,2063,836,111,64,896,351,95,83,806,550,506,119,85,437,0,135,444,404,588,422,150,160,3,71,0,404,745,719,482,367,308,734
KO:K01872,1364,520,106,65,827,142,171,93,678,346,573,186,113,366,20,91,391,371,350,486,157,203,6,41,0,286,769,637,482,482,278,716
KO:K01873,1153,446,147,63,7615,263,82,130,704,410,617,185,9,403,41,138,179,296,536,3549,175,459,3,32,15,285,414,854,401,243,179,438
KO:K01874,856,298,55,63,403,93,88,78,12060,229,410,212,98,301,20,73,175,206,196,361,55,115,12,32,3,169,420,408,259,177,132,281
KO:K01875,456,219,35,27,343,100,30,38,280,122,129,116,39,231,0,77,62,64,161,213,128,77,6,7,4,153,256,269,132,136,97,285
KO:K01876,1376,378,57,66,772,180,60,23,751,1184,701,143,78,317,0,200,273,324,287,219,111,100,0,9,0,330,1712,411,326,1502,138,582
KO:K01878,210,94,7,17,145,0,8,506,225,104,27,9,4,74,0,3,0,69,75,60,0,0,0,33,0,38,104,191,30,21,48,141
KO:K01879,166,98,0,0,52,30,0,18,180,21,102,0,8,425,0,3,219,56,100,86,7,0,0,22,0,1744,173,140,46,28,305,171
KO:K01880,499,127,17,104,204,305,156,38,193,142,464,225,91,156,56,84,123,237,48,218,52,321,4,0,0,48,191,66,89,224,69,142
KO:K01881,1080,486,153,30,918,102,121,91,336,179,195,5657,118,345,0,147,162,268,287,239,125,378,26,38,6,155,327,360,189,228,103,445
KO:K01883,774,356,94,93,245,193,149,108,270,185,307,180,98,181,41,93,203,146,222,202,166,15,3,43,10,125,250,423,278,603,79,311
KO:K01885,479,234,71,89,236,54,86,63,396,339,204,117,10,123,10,122,83,144,255,133,98,166,0,37,4,194,346,225,347,198,136,356
KO:K01886,863,381,71,14,343,20,0,53,409,12150,35,27,12,290,0,43,212,176,276,133,63,2,0,44,0,243,309,332,287,85,62,212
KO:K01887,468,271,80,106,221,55,64,14,229,168,192,33,99,174,0,92,147,85,198,366,74,53,12,15,6,246,809,282,261,317,166,466
KO:K01889,1757,366,49,74,779,104,50,19,641,346,294,109,51,367,59,59,347,343,209,199,31,40,0,16,0,356,555,399,272,168,259,789
KO:K01890,1011,426,72,65,577,44,18,79,1108,208,201,58,32,603,0,29,151,271,438,167,52,240,10,74,0,299,485,453,184,112,266,555
KO:K01892,563,211,30,2,240,13,11,19,276,116,34,26,0,118,0,22,65,93,174,83,31,177,0,42,0,19166,203,232,112,80,118,275
KO:K01893,490,151,84,58,193,0,48,28,196,62,43,41,85,193,14,87,48,137,76,55,130,0,3,3,0,103,198,211,76,67,58,151
KO:K01894,73,5,3,0,33,0,0,7,44,61,0,0,0,14,0,0,0,40,79,7,3,0,0,0,0,32,89,25,8,9,11,59
KO:K01895,3999,1554,493,198,1156,309,261,351,2208,4002,552,481,2124,1002,90,273,498,940,2838,1667,179,62,13,249,43,1015,2889,1823,1005,622,503,1286
KO:K01896,22,16,13,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,27,9,0,11,0,6
KO:K01897,1684,930,265,143,1085,371,225,170,947,575,387,114,312,951,84,269,215,342,521,664,346,228,13,74,16,735,1185,1069,599,441,559,1160
KO:K01899,0,0,0,0,0,0,25,0,0,0,0,56,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,498
KO:K01900,0,0,0,0,0,0,32,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,122
KO:K01902,1701,595,144,203,460,689,403,154,964,511,987,432,330,774,95,199,305,388,356,650,75,50,5,45,12,313,535,544,439,591,278,614
KO:K01903,2049,830,142,150,831,561,324,103,1284,576,1167,428,27,529,99,96,274,531,711,661,80,98,6,62,12,353,714,704,483,595,263,907
KO:K01904,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
KO:K01905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
KO:K01906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
KO:K01907,157,135,0,0,131,25,4,5,47,6,28,17,8,38,0,0,0,14,90,37,9,0,0,0,0,23,46,104,75,55,39,154
KO:K01908,324,211,50,61,168,0,38,36,157,152,0,12,24,19,0,48,23,67,86,6,87,0,0,0,0,129,427,238,67,59,59,316
KO:K01909,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
KO:K01911,131,26,0,0,22,0,0,0,59,14,0,0,0,19,0,0,0,3,0,0,8,15,0,0,0,0,8,9,0,6,18,0
KO:K01912,368,193,42,14,180,5,0,49,213,92,32,36,28,131,0,19,70,80,265,116,50,47,0,2,4,196,216,332,318,86,147,221
KO:K01914,93,8,0,0,8,0,10,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,175,0,0,0,6
KO:K01915,87146,6522,1443,3893,37016,1502,1458,18924,66126,10711,4255,2571,1913,42901,1037,738,28312,25474,5099,15387,533,110,72,1035,83,2507,44805,11108,6191,3171,2121,7271
KO:K01916,252,98,19,0,51,0,4,20,91,41,70,5,0,133,7,11,165,41,158,153,24,21,0,8,4,95,59,43,37,20,46,59
KO:K01918,189,149,15,13,150,65,5,28,167,51,141,10,0,61,0,9,9,86,158,100,38,65,0,2,0,38,96,106,52,106,80,144
KO:K01919,808,161,24,0,417,0,7,15,586,134,10,11,10,243,0,5,32,132,103,69,3,0,7,5,0,37,245,201,96,41,97,404
KO:K01920,171,108,0,25,109,0,11,24,170,30,0,0,0,22,0,26,40,35,157,71,36,0,0,19,0,48,40,81,144,78,33,140
KO:K01921,924,214,76,45,439,72,39,88,447,203,139,26,120,225,9,125,133,192,158,359,100,34,0,4,7,165,552,455,259,221,153,226
KO:K01922,10,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,4,0,0
KO:K01923,1061,431,124,52,275,36,34,1202,493,287,121,48,80,260,0,81,235,243,348,209,56,166,7,18,4,155,265,245,210,118,168,337
KO:K01924,99,62,12,0,144,53,8,22,201,17,107,49,0,52,0,4,21,19,39,136,23,10,0,0,0,174,112,138,54,73,95,96
KO:K01925,142,60,31,0,92,42,0,29,105,30,80,58,0,64,0,20,18,20,64,90,16,23,0,9,0,97,56,74,61,37,51,64
KO:K01926,269,69,0,36,66,133,13,12,39,21,311,96,0,75,0,35,74,114,47,152,47,0,0,4,3,29,164,160,159,155,27,65
KO:K01928,120,96,52,0,62,42,14,61,209,92,70,46,35,125,9,11,9,64,97,84,11,0,0,4,0,59,128,60,51,75,50,87
KO:K01929,110,75,15,0,43,135,17,20,344,29,122,13,11,60,0,14,15,23,53,73,17,0,4,2,0,78,61,77,52,48,60,74
KO:K01933,485,109,25,54,240,129,33,29,264,47,266,62,24,169,7,78,164,152,134,221,70,104,0,8,6,82,162,176,123,121,128,230
KO:K01934,212,347,67,1647,202,28,56,14,2363,183,50,17,22,79,0,71,19,63,738,189,54,139,0,140,4,69,51,90,75,196,53,82
KO:K01935,56,0,0,10,9,0,0,0,35,8,0,4,0,15,0,15,17,32,85,44,0,8,0,8,0,72,25,16,0,7,13,34
KO:K01937,3230,1156,478,358,1631,418,290,511,1692,1412,1157,374,525,1152,124,348,948,957,768,918,317,92,19,34,29,804,1356,958,812,556,679,1399
KO:K01938,665,340,49,0,325,0,0,101,437,156,38,19,16,203,16,22,147,150,87,20,30,0,0,0,0,212,357,330,100,20,222,331
KO:K01939,1186,445,85,63,355,178,42,109,746,452,431,330,98,337,24,81,187,386,431,328,41,135,8,48,0,426,559,399,343,285,193,599
KO:K01940,2366,453,60,99,883,252,156,162,1202,545,505,297,104,676,0,84,653,716,379,541,119,124,6,11,0,279,1222,439,312,305,241,519
KO:K01941,13,0,0,0,16,0,0,0,25,13,0,0,0,0,0,0,0,3,0,11,4,0,0,0,0,35,58,9,37,0,6,0
KO:K01945,379,130,19,25,210,78,8,15,178,44,83,35,0,104,0,31,185,63,129,209,87,251,0,23,0,73,195,6507,106,77,78,131
KO:K01950,280,104,22,25,177,28,24,25,165,87,0,7,8,73,0,11,49,108,114,24,27,0,0,0,0,88,131,118,105,85,49,87
KO:K01951,1407,390,105,216,570,228,52,85,1019,443,533,165,26,342,76,142,292,593,324,262,204,46,4,27,5,233,554,441,509,405,159,395
KO:K01952,2976,767,149,116,16791,441,115,163,1343,537,1044,347,135,1106,3836,184,1004,868,598,933,160,137,5,72,16,541,1028,862,876,652,397,910
KO:K01953,1642,768,231,534,702,421,199,246,723,1189,1248,663,281,756,330,1479,742,2101,2168,2072,555,10,62,42,241,354,600,576,524,632,209,622
KO:K01955,2961,820,148,84,1877,432,177,246,1423,873,816,242,252,997,28,244,550,854,953,867,287,362,15,103,18,619,992,921,660,422,426,1206
KO:K01956,2431,746,167,148,1080,126,138,305,1155,857,273,174,304,613,12,121,546,883,520,545,96,109,11,80,30,527,964,746,393,218,345,1372
KO:K01958,172,19,12,13,99,221,173,8,27,31,510,180,0,25,0,0,33,11,3,228,13,0,0,0,0,28,135,166,125,234,64,132
KO:K01959,173,38,0,0,0,0,0,0,94,7,0,9,0,0,0,0,0,33,92,155,0,0,0,0,0,0,0,9,0,23,9,0
KO:K01960,268,50,0,0,8,0,31,6,194,15,0,0,0,20,0,0,0,22,112,184,2,98,0,0,0,9,8,54,0,8,3,10
KO:K01961,1047,435,62,18,428,294,72,122,753,369,673,49,77,199,0,22,176,244,301,296,54,120,15,11,0,219,392,361,227,88,301,458
KO:K01962,695,303,88,12,310,62,0,58,452,187,73,10,7,168,0,0,64,81,172,163,34,79,0,9,5,108,258,264,104,104,49,405
KO:K01963,899,379,109,34,422,84,7,19284,15244,261,116,55,75,229,12,46,272,241,289,378,110,65,5,6,6,162,249,253,155,76,191,378
KO:K01965,21,55,0,23,86,0,0,0,0,26,15,0,0,23,0,0,0,16,13,9,36,0,0,2,0,0,46,70,37,27,10,85
KO:K01966,447,300,51,38,379,276,104,45,175,231,515,192,34,145,18,47,355,140,178,267,69,0,0,0,0,119,304,256,188,201,151,241
KO:K01968,32,68,0,0,39,26,0,0,108,22,38,6,0,4,0,6,0,7,434,0,0,0,0,81,0,24,16,61,34,9,9,36
KO:K01969,144,127,20,1,112,153,37,17,69,48,81,30,65,66,22,4,15,47,881,97,15,0,0,82,0,68,95,113,90,46,55,134
KO:K01971,280,87,47,152,450,64,180,27,152,213,357,168,0,229,70,472,218,205,652,686,239,30,3,8,48,68,188,64,617,455,98,221
KO:K01972,156,53,22,3,147,48,30,9,101,18,36,27,15,122,0,38,37,21,82,57,64,32,0,0,0,67,157,125,116,94,32,44
KO:K01974,0,6,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,7,30,10,11,15,0,0
KO:K01975,68,91,4,21,15,0,0,24,23,0,0,8,9,31,0,0,9,33,17,14,10,54,0,0,0,16,70,120,57,73,171,148
KO:K01989,12629,513,234,37,1213,23,29,495,520,300,82,22,214,457,23,152,111,94,132,51,291,0,11,5,6,754,1083,362,282,123,538,562
KO:K01990,59839,1845,570,409,1438,508,422,2584,2349,1666,946,581,372,1995,302,405,1486,1291,1365,1312,601,61,42,103,26,886,3911,1203,1596,1429,644,1575
KO:K01991,5693,1074,513,296,780,180,207,364,1170,2964,243,181,1406,1436,260,490,753,996,2098,1755,564,11,16,44,88,559,954,1105,948,765,453,1259
KO:K01992,3429,695,122,173,1023,202,146,229,1893,414,448,240,169,1008,43,45259,727,521,760,1552,534,44,0,54,5,256,985,1431,1098,1548,330,639
KO:K01993,400,75,49,19,40,0,0,17,186,37,0,0,16,76,0,22,33,52,52,17,36,0,0,4,4,84,194,122,99,14,75,103
KO:K01994,0,22,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,68,324,0,0,0,0,0,0,0,0,0,76,0,0
KO:K01995,480,528,100,27,418,71,82,70,185,159,156,68,202,186,32,27,55,100,289,373,64,0,8,2,2,458,324,436,214,146,260,486
KO:K01996,585,592,202,55,533,35,82,103,238,267,298,84,124,172,0,109,49,150,329,359,78,3,5,5,6,666,428,591,570,305,504,675
KO:K01997,838,862,196,82,882,175,73,122,390,290,310,112,232,271,26,84,68,184,548,1638,138,0,14,27,5,916,600,940,246,298,423,855
KO:K01998,505,507,175,55,814,174,121,172,249,191,215,112,69,126,5,75,27,26,309,409,107,0,17,14,7,982,476,612,303,198,409,564
KO:K01999,128577,9766,4657,1291,5979,1261,817,9053,6762,9267,2124,1236,4253,3634,377,1656,2233,2702,4048,6620,985,60,400,406,144,8981,7536,8768,2692,2038,5955,10446
KO:K02000,33,68,0,0,3,15,17,11,117,43,12,10,0,0,0,0,0,20,185,37,7,0,0,5,0,45,7,20,11,65,55,18
KO:K02001,0,20,4,0,23,35,6,5,57,0,20,0,0,0,0,0,0,0,183,27,9,0,0,0,0,125,11,25,32,33,7,29
KO:K02002,81,118,13,29,85,199,52,11,149,118,114,60,11,10,0,6,24,17,311,150,2,4,0,17,0,141,95,72,46,67,52,97
KO:K02003,6573,1825,16773,300,1699,175,195,841,2711,6019,414,181,834,2236,81,626,1924,1697,1511,927,433,198,100,155,46,921,3383,1673,960,493,876,2409
KO:K02004,6048,1291,499,292,2263,348,155,399,3634,1428,522,127,352,2695,142,422,1742,4052,1124,1238,619,389,10,107,50,873,3138,4874,1108,464,498,2409
KO:K02005,4888,1155,675,178,1214,177,239,436,1979,1246,289,95,323,2083,28,747,2217,1585,1103,729,289,243,66,147,70,554,2020,1040,888,415,555,1416
KO:K02006,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,6,9,13,8,15,0,0,0,0,4,7,7,22,0,0
KO:K02007,25,0,0,4,57,15,0,10,0,0,0,0,0,2,0,0,6,8,0,16,0,12,0,0,0,18,16,16,7,33,14,27
KO:K02008,5,0,0,7,12,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,2,35,0,0,0,4,3,0,6,0,15,27
KO:K02009,6,0,0,0,37,0,8,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,8,7,12,35
KO:K02010,100,74,17,13,70,24,0,39,74,24,0,0,0,13,0,36,11,21,55,0,37,0,0,5,0,84,66,61,24,16,48,99
KO:K02011,102,101,22,0,173,15,0,58,181,151,19,4,28,43,0,7,27,27,71,16,46,0,0,0,0,97,123,140,97,60,89,65
KO:K02012,1570,625,145,154,523,46,59,160,1945,461,312,66,79,380,0,94,266,473,283,117,101,13,16,17,0,606,883,641,424,159,359,530
KO:K02013,68,20,2,0,137,42,26,20,19,11,237,53,0,55,0,7,17,13,26,165,7,20,0,2,0,10,69,26,58,33,84,66
KO:K02014,8478,5355,2106,276,3966,39,155,3657,9154,9268,721,161,2161,2705,31,288,876,2341,1865,570,408,166,161,99,104,2820,3805,6783,637,181,3114,6145
KO:K02015,15,3,0,0,31,157,0,0,0,11,105,30,0,13,0,0,0,9,12,0,0,102,0,0,0,45,37,30,63,9,118,95
